Codpro;Nompro;Valuni;Nrotab;Codean;Codea2;us01;us02;us03;us04;us05;us06;us07;us08;us09;us10;us11;us12;us13;us14;us15;us16;us17;us18;us19;us20;us21;us22;us23;us24;us25;us26;us27;us28;us29;us30;Tunida;U100xx;U105xx
13274;Papo 55030 Brachosaurius;299900;01;3465000550301;.11455030;;1;1;;2;10;;;;;;;;;;;;;;;;;;;;;;;;;14;1;1
13275;Papo 55032 Carnotaurius;69900;  ;;.11455032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13276;Papo 55035 Dilopasaurio;61900;  ;;.11455035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13277;Papo 60004 Castillo De Los Caballeros;349900;  ;;.11460004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13278;Garden, Paint With Water;34900;  ;000772041676;.1884167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13279;Polished Petals Bead Set;26900;  ;000772042697;.1884269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13280;Rainbow Crystals Bead Set;26900;  ;000772042703;.1884270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13281;My Friend Molly, Magnetic Dress Up;59900;  ;000772051606;.1885160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13282;Princesa Alyssa, Magnetic Dress Up;59900;  ;000772051613;.1885161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13283;Ballerina Leah, Magnetic Dress Up;59900;  ;000772051620;.1885162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13284;Cut, Sculpt Stamp Clay Play Set;149900;01;000772051675;.1885167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13285;Water Wow Splash Cards Alphabet;59900;  ;000772052368;.1885236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13286;Water Wow Splash Shapes Numbers Cok;59900;  ;000772052375;.1885237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13287;Secret Decoder Deluxe Activity Set;59900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13288;Secret Decoder Book;34900;01;000772052481;.1885248;2;2;5;1;3;14;;;;;;;;;;;;;;;;;;;;;;;;;27;4;6
13289;Suprize Ink Fashion;34900;  ;000772052849;.1885284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13290;Surprize Ink Pets;34900;  ;000772052856;.1885285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13291;Surprize Ink Vehicles;34900;01;000772052863;.1885286;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
13292;Surprize Ink Jungle/safari;34900;  ;000772052870;.1885287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13293;Color Blast Fairy;34900;  ;000772053556;.1885355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13294;Color Blast Princess;34900;  ;000772053563;.1885356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13295;Color Blast Dinosaur;34900;  ;000772053570;.1885357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13296;Color Blast Sea Life;34900;  ;000772053587;.1885358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13297;Water Wow Vehicles;21900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13298;Water Wow Animals;21900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13299;Color By Numbers Pink;34900;  ;000772053778;.1885377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13300;Color By Numbers Blue;34900;  ;000772053785;.1885378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13301;Water Wow Alphabet;34900;01;000772053891;.1885389;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;
13302;Magic Velvet Butterfly;34900;  ;000772053945;.1885394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13303;Magic Velvet Ballerina;34900;  ;000772053952;.1885395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13304;Magic Velvet Dinosaur;34900;  ;000772053969;.1885396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13305;Magic Velvet Animal;34900;  ;000772053976;.1885397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13306;Magic Velvet Stickers Multi;34900;  ;000772053983;.1885398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13307;Water Wow Numbers;34900;01;000772053990;.1885399;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;
13308;Case Of The Runaway Ruby;34900;  ;000772055352;.1885535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13309;Case Of The Slippery Flippers;34900;  ;000772055369;.1885536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13310;Bella Butterfly Hopscotch;109900;  ;000772061452;.1886145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13311;Mollie Bollie Jump Rope;34900;  ;000772061469;.1886146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13312;Froggy Hopscotch;99900;  ;000772062756;.1886275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13313;Hailey Hannah Magnetic Dress Up Doll;89900;  ;000772087995;.1888799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13314;Jolly Helpers Han Puppets;139900;  ;000772090865;.1889086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13315;Puffy Stickers Chipmunk House;39900;  ;000772091015;.1889101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13316;Reusable Stickers Pad Face It;39900;  ;000772091039;.1889103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13317;Magicolor Coloring Pad Farm Animals;34900;  ;000772091268;.1889126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13318;Magicolor Coloring Pad Games Adventure;34900;  ;000772091299;.1889129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13319;Magicolor Color Yoour Own Sticker Book;34900;  ;000772091305;.1889130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13320;Magicolor Color Your Own Sticker Pink;34900;  ;000772091312;.1889131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13321;Magicolor Color Your Own Storybook;34900;01;000772091329;.1889132;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;
13322;Magicolor Coloring Pad Friendship Fun;34900;  ;000772091343;.1889134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13323;Magicolor Coloring Pad Princess;34900;  ;000772091367;.1889136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13324;Lila Lucky Magnetic Dress Up Set;129900;  ;000772092814;.1889281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13325;My First Paint With Water;21900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13326;My First Paint With Water Vehicles;34900;  ;000772093392;.1889339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13327;Farm Lacing Beads;44900;  ;000772094030;.1889403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13328;Water Wow Fairy Tele;21900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13329;Water Wow Makeup Manicures;34900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13330;On The Go Crafts Fashion Designer;31900;  ;000772094238;.1889423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13331;Puffy Sticker Activity Book Pet Place;39900;  ;000772094290;.1889429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13332;Paint With Water Pretty Princesses;34900;  ;000772094344;.1889434;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13333;On The Go Crafts Face Painting;34900;  ;000772094399;.1889439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13334;On The Go Crafts Clay Creations;34900;  ;000772094405;.1889440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13335;On The Go Crafts Foill Art Princesses;29900;  ;000772094467;.1889446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13336;On The Go Crafts Foil Art Vehicles;34900;01;000772094474;.1889447;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
13337;Home Sweet Home 3d Puzzle;49900;  ;000772094603;.1889460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13338;Pretty Purple Dollhouse 3d Puzzle;49900;  ;000772094610;.1889461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13339;Pink Palace 3d Puzzle;69900;  ;000772094627;.1889462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13340;Alphabet Lacing Cards;129900;  ;000772094900;.1889490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13341;Deluxe Collection Wooden Bead Set;89900;  ;000772094931;.1889493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13342;My First Lacing;69900;  ;000772094962;.1889496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13343;Abc Lacing Train;69900;  ;000772094979;.1889497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13344;Princess Play Magnetic Dress Up;89900;  ;;.1889844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13345;Shape Models Mould;139900;  ;000772001656;.18810165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13346;Primary Lacing Beads;74900;  ;000772105446;.18810544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13347;Stacking Train;99900;  ;000772105729;.18810572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13348;Pasture Pals;129900;  ;000772105927;.18810592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13349;Vehicles Sound Puzzle;79900;  ;000772007252;.18810725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13350;Farm Animals Sound Puzzle;99900;  ;000772007269;.18810726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13351;Zoo Animals Sound Puzzle;79900;  ;000772007276;.18810727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13352;Pets Sound Puzzle;79900;  ;000772107303;.18810730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13353;Sound Puzzle Musical Instruments;79900;  ;000772007320;.18810732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13354;Baby Farm Animals Stamp Set;59900;  ;000772016391;.18811639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13355;Reusable Puffy Stickers Dress Up;39900;  ;000772021951;.18812195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13356;Vehicle Stamp Set;72900;  ;000772124096;.18812409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13357;Princess Stamp Set;72900;  ;000772024181;.18812418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13358;Bird House Shape Sorter;99900;  ;000772130394;.18813039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13359;Plush Rainbow Stacker;89900;  ;000772130660;.18813066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13360;My First Paint With Water Pink;34900;  ;000772031837;.18813183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13361;My First Paint With Water Blue;34900;  ;000772031844;.18813184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13362;Best Friends Forever Magenetic Dress;129900;  ;000772135498;.18813549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13363;Billy Magnetic Wooden Dress Up Doll;89900;01;000772035507;.18813550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13364;Dold Go Dollhouse;289900;  ;000772037013;.18813701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13365;Switch Spin Magnetic Gear Board;89900;  ;000772037457;.18813745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13366;Paint With Water Pink;34900;  ;000772037624;.18813762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13367;Paint With Water Blue;34900;  ;000772037631;.18813763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13368;Dress Up Lacing Bear;44900;  ;000772137768;.18813776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13369;Shapes Lace And Trace Panels;44900;  ;000772037808;.18813780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13370;Wooden Panels Laces Pets;64900;  ;000772137829;.18813782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13371;Basic Skills Board;109900;  ;000772037843;.18813784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13372;Noahs Ark Shape Sorter;189900;  ;000772137867;.18813786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13373;Paint With Water Vehicles;34900;  ;000772141642;.18814164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13374;Paint With Water Farm Animals;34900;  ;000772041652;.18814165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13375;Paint With Water Princess;34900;  ;000772041669;.18814166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13376;Wooden Bead Bouquet;94900;  ;000772041690;.18814169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13377;Sweet Hearts Bead Set;64900;  ;000772041751;.18814175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13378;Flower Power Bead Set;44900;  ;000772041782;.18814178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13379;Butterfly Friends Bead Set;64900;  ;000772041799;.18814179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13380;Reusable Sticker Pad Habitats;39900;  ;000772141963;.18814196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13381;Resusable Sticker Pad Play House;39900;01;000772041973;.18814197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13382;Reusable Sticker Pad Dress Up;39900;01;000772041980;.18814198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13383;Reusable Sticker Pad Vehicles;39900;  ;000772141994;.18814199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13384;Unit Blocks On Wheels;149900;  ;000772042093;.18814209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13385;Reusable Sticker Pad Princess Castle;39900;01;000772043069;.18814306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13386;Flatbed Tow Truck;69900;  ;000772145435;.18814543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13387;Dance All Night Magnetic Tin Dress Up Se;44900;  ;000772147675;.18814767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13388;Toops Tights Magnetic Wooden Dress Up;129900;  ;000772049436;.18814943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13389;Construction Set In A Box;89900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13390;Alphabet Truck;149900;01;000772051750;.18815175;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;
13391;Scratch Art Sheets Rainbow;34900;01;000772058018;.18815801;2;3;2;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;13;5;5
13392;Scratch Magic Scratch Sparkle;34900;  ;000772158039;.18815803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13393;Scratch Art Combo Pack;34900;  ;000772158046;.18815804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13394;Rainbow Holographic Scratch Art Boards;34900;  ;000772158053;.18815805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13395;Scratch Art Sheets Holographic Combo;34900;  ;000772158060;.18815806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13396;Scratch Magic Photo Frames;34900;  ;000772158084;.18815808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13397;Princess Pink Gliter Scratch Art Boards;34900;  ;000772158107;.18815810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13398;Neon Scratch Art Combo Pack;34900;  ;000772158404;.18815840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13399;Scratch Art Sheets Safari Animals;34900;  ;000772159166;.18815916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13400;Scratch Magic Draw Learm Dinosaur;34900;01;000772159173;.18815917;;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;1
13401;Scratch Art Sheets Sea Life;34900;01;000772159180;.18815918;3;3;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;10;6;4
13402;Giddy Bug Bowing Set;89900;  ;000772161572;.18816157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13403;Toppy Turtle Target Game;119900;  ;000772964203;.18816160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13404;Toppy Turtle Racquet Ball Set;69900;  ;000772161657;.18816165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13405;Butterfly Tea Set;59900;  ;000772161817;.18816181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13406;Magnetic Wooden Dress Up Doll Petal Fair;59900;  ;000772185899;.18818589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13407;Magnetic Wooden Dress Up Doll Princess;59900;  ;000772185905;.18818590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13408;Magnetic Ooden Dress Up Doll My Horse;79900;  ;000772085915;.18818591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13409;Magnetic Wooden Dress Up Doll Merry Merm;69900;  ;000772086011;.18818601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13410;Resusable Stickers Pad Fairies;39900;01;000772086035;.18818603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13411;Farm Hand Animal Puppets;89900;  ;000772090803;.18819080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13412;Zoo Friends Hand Puppets;129900;  ;000772090810;.18819081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13413;Palace Pals Hand Puppets;139900;  ;000772090827;.18819082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13414;Reusable Puffy Stickers Princess;34900;  ;000772191005;.18819100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13415;Reusable Puffy Stickers Pirate;39900;01;000772091022;.18819102;;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;5;4
13416;Reusable Stickers Pad My Town;39900;  ;000772091145;.18819114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13417;Reusable Puffy Stickers Farm;39900;  ;000772194082;.18819408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13418;Deluxe Puffy Sticker Albulm Horse Scenes;44900;  ;000772194105;.18819410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13419;Deluxe Puffy Stickers Album Day Of Glamo;44900;  ;000772194129;.18819412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13420;Reusable Puffy Sticker Mermaid;34900;  ;000772194136;.18819413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13421;Reusable Puffy Stickers Fairies;39900;  ;000772091145;.18819414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13422;Pattern Match Lacing Set Button Up Bear;44900;  ;000772194921;.18819492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13423;Sparkling Flowers Wooden Bead Set;34900;  ;000772094948;.18819494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13424;Shimmering Heart Wooden Bead Set;34900;  ;000772094955;.18819495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13425;Magnetic Responsibility Chart;149900;01;000772050593;.1885059;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
13426;Mis Vestidos De Noche Chantilly Lily;39900;  ;9789807462129;.22062129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13427;Mis Vestidos De Fiesta Chantilly Lily;39900;  ;9789807462136;.22062136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13428;Mis Danzas Del Mundo Chantilly Lily;39900;  ;9789807462150;.22062150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13429;Mis Vestidos De Novia Chantylly Lily;39900;  ;9789807462167;.22062167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13430;Carlitos El Futbolista;39900;  ;9789807462488;.22062488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13431;Los Diez Botones;39900;  ;;.2210111004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13432;365 Experimentos Sencillos Para Ninos;64900;  ;;.2210111013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13433;El Bolso De La Abuelita;62900;  ;;.2210111015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13434;El Principito, Mi Libro De Galletas;32900;  ;9783625002338;.2210323230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13435;Que Sabes De La Tierra;34900;  ;9783849903398;.2210324032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13436;Que Sabes Del Espacio;29900;  ;;.2210324033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13437;Que Sabes De Coches;34900;  ;9783849903428;.2210324034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13438;Que Sabes De Caballos;34900;  ;9783849903435;.2210324035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13439;Que Sabes De Las Maravillas Del Mundo;29900;  ;;.2210324037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13440;Que Sabes Del Ser Humano;29900;  ;;.2210324038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13441;Mi Primer Juego Leer Y Escribir;29900;  ;;.2210324040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13442;Primer Juego Hora Calendario;29900;  ;9783849906320;.2210324043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13443;Bebe Feliz Juguetes;21900;  ;9783862339273;.6302059050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13444;Bebe Feliz Primeras Palabras;21900;  ;9783862332021;.6302059051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13445;Bebe Feliz Colores;16900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13446;Bebe Feliz La Granja;16900;  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13447;Bebe Feliz Animalitos Bebe;21900;  ;9783849904777;.6302059057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13448;50 Diversiones De Piratas;37900;  ;9783862339877;.2210324080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13449;50 Juegos Infantiles;49900;  ;;.2210324084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13450;Mi Primer Memo De Las Banderas;24900;  ;;.2210324104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13451;Mi Libro Preferido Para Irme A La Cama;34900;  ;;.2210324107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13452;Mi Querido Libro De Cuentos;34900;  ;;.2210324108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13453;Animales Dibujo Facil Rapido;16900;  ;;.2210324117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13454;Dinosaurios Dibujo Facil Rapido;16900;  ;;.2210324119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13455;Caballos Y Ponis Dibujo Facil Y Rapido;16900;  ;9783862338856;.2210324120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13456;Cuentos De Ninos Para Irse A Dormir;49900;  ;;.2210324170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13457;Cuentos De Animales Para Irse A Dormir;49900;  ;;.2210324171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13458;Atlas De Banderas Con Stickers;25900;01;;.2210324174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13459;Mandalas Colorear Con Estrellitas Adhesi;29900;  ;;.2210324182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13460;El Principito, Colorea;27900;  ;06302059153;.2210324183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13461;Los Animales Y Sus Crias Puzzle X 6;25900;  ;;.2210324209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13462;Buenas Noches Libro Puzzle X 6;25900;  ;;.2210324210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13463;Vehiculos Mi Block Para Pintar X 6;24900;  ;9783849905095;.2210324220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13464;Escuela Costura Nociones Basicas Tecnica;26900;  ;;.2210327004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13465;Costura Accesorios Para Hogar Y La Moda;26900;  ;;.2210327005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13466;Costura Patrones Para Ninos;26900;  ;;.2210327006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13467;Tejer A Mano Nociones Basicas;26900;  ;;.2210327007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13468;Mi Primer Costurero;39900;  ;;.2210327011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13469;Animales De Trapo, Entranables Mascotas;36900;  ;;.2210327013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13470;Bolsos, Confecciones Su Piezas Favoritas;36900;  ;;.2210327014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13471;Pequenos Regalos Bonitos Accesorios Hoga;36900;  ;;.2210327015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13472;Que Sabes De Maravillas Naturaleza;29900;  ;;.2210324193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13473;Que Sabes De Banderas;29900;  ;;.2210324194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13474;El Futbol Y Sus Mejores Trucos;23900;  ;9783862339525;.2210331003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13475;Camion Grua Rhino;19900;  ;;.35532J014706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13476;Camion Mixer Rhino;19900;  ;;.35532J014704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13477;Camion Volqueta Rhino;19900;  ;;.35532J014702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13478;Little Abc Train;89900;  ;6922011190133;.645W03708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13479;Beauty Set Con Zapatillas Y Camara;54900;  ;;.645IY8057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
